Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Endereco entrega;Bairro;CEP;Expedidor;Recebedor;Data frete;Prazo entrega;Tipo;Documento;Chave CT-e;Nº CT-e;Série;Emissão CT-e;Emissão NFS-e;NF;Qtd NF;Nº Pedidos;Nº Cotacao;Nº Coleta;CT-e 3º;Transportadora;AWB;Cia Aérea;Volumes;Kg Taxado;Kg Real;M3;Valor NF;Valor Frete;Valor Total do Serviço;Valor/Kg;% Frete/NF;Base Cálculo;% ICMS;Valor ICMS;% ICMS Antecipado;Valor ICMS Antecipado;Tabela de Preço;Classificação;Centro de Custo;Usuário
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;C V C FORTALEZA MATS PARA CONSTR LTDA;Jandira;SP;R FERNANDO PESSOA 316, 316;VILA SANTO ANTONIO;"=""06622175""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57469/262694;"=""41251160960473000596570030000574691373007500""";"=""57469""";"=""3""";03/11/2025;;"=""214876""";"=""1""";;;"=""71237""";;;;;15;108,00;49,25;0,36;2.428,10;75,17;75,17;0,70;3,10;68,41;12,00;8,21;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;LOJA DE FERRAGENS MACHADODE ASSIS L;São Paulo;SP;R MACHADO DE ASSIS 435, 435;ACLIMACAO;"=""04106011""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57407/262710;"=""41251160960473000596570030000574071207546550""";"=""57407""";"=""3""";03/11/2025;;"=""215082""";"=""1""";;;"=""71237""";;;;;10;57,00;38,96;0,19;4.224,88;100,99;100,99;1,77;2,39;97,42;12,00;11,69;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;JORGE TINTAS BADRA LTDA;Suzano;SP;AV MIGUEL BADRA 1501, 1501;CIDADE MIGUEL BADRA;"=""08690010""";;;03/11/2025 17:34;06/11/2025 23:59;Frete normal;57471/262705;"=""41251160960473000596570030000574711303349035""";"=""57471""";"=""3""";03/11/2025;;"=""214936""";"=""1""";;;"=""71237""";;;;;77;444,00;168,97;1,48;13.472,04;320,97;320,97;0,72;2,38;293,16;12,00;35,18;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MATHEUS COMERCIO DE TINTAS LTDA;Barueri;SP;AV DOUTOR HUMBERTO GIANNELLA 210, 210;JARDIM BELVAL;"=""06422130""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57473/262715;"=""41251160960473000596570030000574731482369804""";"=""57473""";"=""3""";03/11/2025;;214995, 215044, 215151;"=""3""";;;"=""71237""";;;;;788;5.025,00;1.759,57;16,75;120.387,84;3.523,14;3.523,14;0,70;2,93;3.208,42;12,00;385,01;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;COPICAL BOTUCATU COMERCIO DE TINTAS LTDA;Botucatu;SP;AV FLORIANO PEIXOTO 377, 377;CENTRO;"=""18603730""";;;03/11/2025 17:34;11/11/2025 23:59;Frete normal;57409/262711;"=""41251160960473000596570030000574091429306150""";"=""57409""";"=""3""";03/11/2025;;"=""214816""";"=""1""";;;"=""71237""";;;;;17;99,00;66,55;0,33;6.562,41;153,54;153,54;1,55;2,34;147,34;12,00;17,68;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BARKEV MATERIAIS PARA CONSTRUCOES;Carapicuíba;SP;AV COMENDADOR DANTE CARRARO 135, 135;CIDADE ARISTON ESTEL;"=""06396000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57411/262712;"=""41251160960473000596570030000574111880880514""";"=""57411""";"=""3""";03/11/2025;;"=""214920""";"=""1""";;;"=""71237""";;;;;29;312,00;81,94;1,04;5.070,98;366,71;366,71;1,18;7,23;347,17;12,00;41,66;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ELECTRONIC WORLD E CIA LTDA EPP;Mogi das Cruzes;SP;DR DEODATO WERTHEIMER 1555, 1555;CENTRO;"=""08710430""";;;03/11/2025 17:34;06/11/2025 23:59;Frete normal;57477/262714;"=""41251160960473000596570030000574771951136393""";"=""57477""";"=""3""";03/11/2025;;"=""215138""";"=""1""";;;"=""71237""";;;;;3;24,00;7,48;0,08;2.427,54;74,45;74,45;3,10;3,07;72,95;12,00;8,75;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CULTUR ARTE COM DE MAT ARTISTICOS L EPP;São Paulo;SP;LUISIANIA 76, E 80, 80;BROOKLIM;"=""04560020""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57413/262713;"=""41251160960473000596570030000574131647902394""";"=""57413""";"=""3""";03/11/2025;;"=""215137""";"=""1""";;;"=""71237""";;;;;11;75,00;23,07;0,25;7.698,58;130,50;130,50;1,74;1,70;125,80;12,00;15,10;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;EFRAIN PINTURAS E SERVICOS LTDA;Mogi das Cruzes;SP;R JOSE CURY ANDERE 164, 164;ALTO IPIRANGA;"=""08730700""";;;03/11/2025 17:34;06/11/2025 23:59;Frete normal;57415/262716;"=""41251160960473000596570030000574151481767853""";"=""57415""";"=""3""";03/11/2025;;"=""214937""";"=""1""";;;"=""71237""";;;;;4;18,00;13,04;0,06;1.583,76;67,97;67,97;3,78;4,29;66,84;12,00;8,02;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;MARIA SILENE COSTA DE OLIV MAT PARA CONST;São Paulo;SP;AV FRANCISCO DE CARVA 44, LT 16 QDC, C;JARDIM SUZANA;"=""04784230""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57417/262717;"=""41251160960473000596570030000574171476566793""";"=""57417""";"=""3""";03/11/2025;;"=""214941""";"=""1""";;;"=""71237""";;;;;7;45,00;16,39;0,15;1.793,63;85,48;85,48;1,90;4,77;82,66;12,00;9,92;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ANSELMO SANTOS SIQUEIRA PINTURAS;São Bernardo do Campo;SP;R NOSSA SENHORA DE LOURDES 184, 184;ALVES DIAS;"=""09851375""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57419/262718;"=""41251160960473000596570030000574191801975698""";"=""57419""";"=""3""";03/11/2025;;"=""214976""";"=""1""";;;"=""71237""";;;;;14;66,00;30,64;0,22;3.054,30;105,80;105,80;1,60;3,46;101,67;12,00;12,20;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ZARATINTAS LTDA;São Paulo;SP;AV DONA BELMIRA MARIN 998, 998;PARQUE BRASIL;"=""04846000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57421/262719;"=""41251160960473000596570030000574211079126625""";"=""57421""";"=""3""";03/11/2025;;"=""214805""";"=""1""";;;"=""71237""";;;;;26;189,00;69,05;0,63;5.460,61;135,69;135,69;0,72;2,48;123,85;12,00;14,86;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;RS GARCIA MAT PARA CONST LTDA;Itaquaquecetuba;SP;R CARNEIRO LEAO 170, 170;PARQUE RESIDENCIAL M;"=""08594090""";;;03/11/2025 17:34;06/11/2025 23:59;Frete normal;57423/262720;"=""41251160960473000596570030000574231776556820""";"=""57423""";"=""3""";03/11/2025;;"=""214932""";"=""1""";;;"=""71237""";;;;;12;99,00;31,65;0,33;1.641,76;127,87;127,87;1,29;7,79;121,67;12,00;14,60;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;DEP DE MATS P CONST 5 UNIDOS LTDA ME;São Paulo;SP;PROF CARDOSO DE MELO NETO 25, 33;JD STA TEREZINHA;"=""04474440""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57425/262723;"=""41251160960473000596570030000574251436581203""";"=""57425""";"=""3""";03/11/2025;;"=""214821""";"=""1""";;;"=""71237""";;;;;2;9,00;5,33;0,03;532,84;61,99;61,99;6,89;11,63;61,43;12,00;7,37;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ESQUADRO DISTRIB COMERCIAL LTDA;São Paulo;SP;R JOSE CALIXTO GUIMARAES 135, 135;JD CLIPPER;"=""04827070""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57427/262724;"=""41251160960473000596570030000574271849292053""";"=""57427""";"=""3""";03/11/2025;;"=""215033""";"=""1""";;;"=""71237""";;;;;24;162,00;40,72;0,54;3.088,61;110,89;110,89;0,68;3,59;100,74;12,00;12,09;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BAZAR E MAGAZINE NOVA TERUYA LTDA - ME;São Paulo;SP;AV SAPOPEMBA 5711, 5711;SAPOPEMBA;"=""03374001""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57433/262725;"=""41251160960473000596570030000574331870934228""";"=""57433""";"=""3""";03/11/2025;;"=""215139""";"=""1""";;;"=""71237""";;;;;3;15,00;7,20;0,05;3.235,18;73,42;73,42;4,89;2,27;72,48;12,00;8,70;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;JOSEFA SANTANA PONTES MADEIREIRA;São Paulo;SP;AV TEODORO BERNARDO DO NASCIME 1468, 1468;ITAIM PAULISTA;"=""08150000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57435/262726;"=""41251160960473000596570030000574351336200352""";"=""57435""";"=""3""";03/11/2025;;"=""215067""";"=""1""";;;"=""71237""";;;;;9;54,00;21,02;0,18;1.207,56;90,52;90,52;1,68;7,50;87,14;12,00;10,46;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;BARKEV MATERIAIS PARA CONSTRUCOES;Carapicuíba;SP;AV INOCENCIO SERAFICO 1717, 1717;VL SILVA RIBEIRO;"=""06380021""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57437/262727;"=""41251160960473000596570030000574371879945477""";"=""57437""";"=""3""";03/11/2025;;"=""215142""";"=""1""";;;"=""71237""";;;;;13;78,00;33,66;0,26;2.941,80;270,63;270,63;3,47;9,20;265,74;12,00;31,89;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CENTER 67 MATS PARA CONSTR LTDA ME;São Paulo;SP;R ANTONIO MARIANO 767, 767;JARDIM SUZANO;"=""04784000""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57439/262728;"=""41251160960473000596570030000574391638622895""";"=""57439""";"=""3""";03/11/2025;;"=""214802""";"=""1""";;;"=""71237""";;;;;13;75,00;50,56;0,25;3.164,45;115,03;115,03;1,53;3,64;110,33;12,00;13,24;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;IMPERIO DAS TINTAS LTDA - EPP;São Paulo;SP;R TABAPUA 943, 943;ITAIM BIBI;"=""04533013""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57441/262729;"=""41251160960473000596570030000574411566896151""";"=""57441""";"=""3""";03/11/2025;;"=""214934""";"=""1""";;;"=""71237""";;;;;7;39,00;14,82;0,13;1.941,12;77,14;77,14;1,98;3,97;74,70;12,00;8,96;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;CAMD COM DE MATERIAIS DE CONSTRUCAO;São Paulo;SP;R TUIUTI 877, 877;TATUAPE;"=""03081015""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57443/262730;"=""41251160960473000596570030000574431312918727""";"=""57443""";"=""3""";03/11/2025;;"=""214974""";"=""1""";;;"=""71237""";;;;;4;21,00;10,95;0,07;856,42;68,92;68,92;3,28;8,05;67,60;12,00;8,11;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;TEC CASA E CONSTRUCAO LTDA;São Bernardo do Campo;SP;R DARTAGNAN 126, 126;RUDGE RAMOS;"=""09619020""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;57445/262731;"=""41251160960473000596570030000574451599329824""";"=""57445""";"=""3""";03/11/2025;;"=""214945""";"=""1""";;;"=""71237""";;;;;5;33,00;16,61;0,11;1.171,29;74,15;74,15;2,25;6,33;72,08;12,00;8,65;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;JV TATUI MATS PARA CONSTR LTDA;Tatuí;SP;R ANTONIO H DA SILVA 600, 600;VILA ESPERANCA;"=""18270010""";;;03/11/2025 17:34;06/11/2025 23:59;Frete normal;57447/262732;"=""41251160960473000596570030000574471908604870""";"=""57447""";"=""3""";03/11/2025;;"=""215147""";"=""1""";;;"=""71237""";;;;;16;105,00;40,60;0,35;4.203,20;90,83;90,83;0,87;2,16;84,25;12,00;10,11;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;FILTROSUL;TOTALFILTER COMERCIO DE FILTROS EIRELI;Barueri;SP;FILTROSUL;Curitiba;PR;RUA SAO BENTO, 263;VILA HAUER;"=""81610140""";;;03/11/2025 17:34;05/11/2025 23:59;Frete normal;83742/262733;"=""35251160960473000243570030000837421426562871""";"=""83742""";"=""3""";03/11/2025;;12869, 12931;"=""2""";;;"=""70569""";;;;;68;775,80;230,07;3,10;13.582,34;592,63;592,63;0,76;4,36;592,63;12,00;71,12;0,00;0,00;FILTROSUL;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;REVESERVICE REVESTIMENTOS EIRELI;Guarulhos;SP;SOLEDADE 235, 217;CIDADE INDL SATELITE;"=""07224210""";;;03/11/2025 17:35;05/11/2025 23:59;Frete normal;57429/262721;"=""41251160960473000596570030000574291135579799""";"=""57429""";"=""3""";03/11/2025;;"=""214992""";"=""1""";;;"=""71237""";;;;;7;42,00;17,03;0,14;1.658,21;84,82;84,82;2,02;5,12;82,19;12,00;9,86;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;TIGRE | CASTRO | 0002-50;TIGRE | CASTRO | 0002-50;Castro;PR;ANA CRISTINA LEAO DE MEDEIROS;São Paulo;SP;R DR INACIO DE ARAUJO 175, 175;BRAS;"=""03052010""";;;03/11/2025 17:35;05/11/2025 23:59;Frete normal;57431/262722;"=""41251160960473000596570030000574311803567826""";"=""57431""";"=""3""";03/11/2025;;"=""215144""";"=""1""";;;"=""71237""";;;;;1;3,00;2,36;0,01;2.071,92;66,87;66,87;22,29;3,23;66,68;12,00;8,00;0,00;0,00;TIGRE - PRODUTO ACABADO;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
CAS - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;LFC INOX;LFC INOX;Ponta Grossa;PR;BRAVA SOLUCOES COMERCIAL LTDA;Rio de Janeiro;RJ;Avenida Paris, 324;Bonsucesso;"=""21041020""";;;03/11/2025 17:37;06/11/2025 23:59;Frete normal;57406/262735;"=""41251160960473000596570030000574061741281239""";"=""57406""";"=""3""";03/11/2025;;"=""10622""";"=""1""";;;"=""71058""";;;;;1;82,14;82,14;0,00;12.833,26;176,17;176,17;2,14;1,37;168,23;12,00;20,19;0,00;0,00;LFC INOX LTDA ME ;FRACIONADO - LTL;;Eduardo Nascimento - Expedição (CAS)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;WIREPLAST INDUSTRIA E COMERCIO DE ARAMES LTDA - EPP;WIREPLAST INDUSTRIA E COMERCIO DE ARAMES LTDA - EPP;Borebi;SP;BASSMETAL COMERCIO DE ARAMES LTDA;Santa Isabel;SP;AVENIDA CORONEL BERTOLDO, 2001;MORRO GRANDE;"=""07500000""";;;03/11/2025 17:40;06/11/2025 23:59;Frete normal;33851/262736;"=""35251160960473001134570030000338511494511224""";"=""33851""";"=""3""";03/11/2025;;"=""15916""";"=""1""";;;"=""71072""";;;;;2;339,00;339,00;0,00;6.346,93;327,97;327,97;0,97;5,17;327,97;12,00;39,36;0,00;0,00;WIREPLAST INDUSTRIA - FRACIONADO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;BLOCO FORTE CONSTRUTORA LTDA;HOME & MORE;Guarulhos;SP;BLOCO FORTE CONSTRUTORA LTDA;Agudos;SP;Rua Emanuel Octaviani, 96;Jardim Canaã;"=""17128107""";HOME& MORE;;03/11/2025 17:41;05/11/2025 23:59;Frete normal;83743/262737;"=""35251160960473000243570030000837431875867529""";"=""83743""";"=""3""";03/11/2025;;"=""12488""";"=""1""";;;"=""70924""";;;;;12;252,00;169,40;0,84;2.681,20;301,01;301,01;1,19;11,23;301,01;12,00;36,12;0,00;0,00;F. DANTAS;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;REVIAM AUTO PECAS;VCI BRASIL ;Bauru;SP;REVIAM AUTO PECAS;Engenheiro Coelho;SP;RODOVIA SP 147, SN;VILA CONCEICAO;"=""13449899""";;;03/11/2025 17:41;06/11/2025 23:59;Frete normal;33852/262740;"=""35251160960473001134570030000338521069391024""";"=""33852""";"=""3""";03/11/2025;;71978, 71989;"=""2""";;"=""81993""";"=""71205""";;;;;4;70,40;70,40;0,11;4.275,21;132,47;132,47;1,88;3,10;132,47;12,00;15,90;0,00;0,00;PADRÃO;FRACIONADO - LTL;;Allan Doca - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CASTROLANDA ;METTLER TOLEDO;Barueri;SP;CASTROLANDA ;Castro;PR;ROD. PR 151, S/N;PQ. INDUSTRIAL;"=""84165700""";;;03/11/2025 17:43;05/11/2025 23:59;Frete normal;83744/262738;"=""35251160960473000243570030000837441626948565""";"=""83744""";"=""3""";03/11/2025;;"=""186339""";"=""1""";;;"=""71023""";;;;;1;4,67;0,20;0,02;6.261,89;471,81;471,81;101,12;7,53;471,81;12,00;56,62;0,00;0,00;CASTROLANDA - FRACIONADO;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DX FIT PISOS E ARTIGOS ESPORTIVOS LTDA ME;DX FIT PISOS E ARTIGOS ESPORTIVOS LTDA ME;Taboão da Serra;SP;EVOLUTION 4K ACADEMIA LTDA;São Miguel Arcanjo;SP;RUA JOAQUIM ORTIZ DE CAMARGO, 1026;PINHALZINHO;"=""18230000""";;;03/11/2025 17:44;04/11/2025 23:59;Frete normal;83745/262741;"=""35251160960473000243570030000837451882124689""";"=""83745""";"=""3""";03/11/2025;;"=""8833""";"=""1""";;"=""82382""";"=""70820""";;;;;4;738,00;738,00;0,65;10.210,00;892,67;892,67;1,21;8,74;892,67;12,00;107,12;0,00;0,00;DX FIT;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Agudos;SP;CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Campinas;SP;RUA ANCILLA TONINI GAGO, 151;TERMINAL INTERMODAL DE CARGAS TIC;"=""13069135""";;;03/11/2025 17:46;05/11/2025 23:59;Frete normal;"=""262739""";;;;;;"=""214005""";"=""1""";;;;;;;;5;50,00;50,00;0,00;1.000,00;0,01;0,01;0,00;0,00;0,01;12,00;0,00;0,00;0,00;PADRÃO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;CONTITECH ;ESSENTRA INDUSTRIA E COMERCIO LTDA.;Jaguariúna;SP;CONTITECH ;Ponta Grossa;PR;AVENIDA CONTINENTAL 2777, 00000;CARA CARA;"=""84043735""";;;03/11/2025 17:46;05/11/2025 23:59;Frete normal;31286/262742;"=""35251160960473000758570030000312861813983351""";"=""31286""";"=""3""";03/11/2025;;"=""224500""";"=""1""";;;"=""70317""";;;;;1;5,00;5,00;0,00;647,99;157,14;157,14;31,43;24,25;157,14;12,00;18,86;0,00;0,00;CONTINENTAL - FRACIONADA;FRACIONADO - LTL;;Marcio Rangel - Expedição (CPQ)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;DX FIT PISOS E ARTIGOS ESPORTIVOS LTDA ME;DX FIT PISOS E ARTIGOS ESPORTIVOS LTDA ME;Taboão da Serra;SP;SALUTE CLINICA DE SAUDE PREVENTIVA.;Volta Redonda;RJ;RUA 33, 158;VILA SANTA CECILIA;"=""27261310""";;;03/11/2025 17:47;10/11/2025 23:59;Frete normal;83746/262743;"=""35251160960473000243570030000837461456716248""";"=""83746""";"=""3""";03/11/2025;;"=""8835""";"=""1""";;"=""82387""";"=""70820""";;;;;1;336,00;336,00;0,53;3.460,00;561,47;561,47;1,67;16,23;561,47;12,00;67,38;0,00;0,00;DX FIT;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;MTZ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;AGU - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Agudos;SP;CPQ - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;Campinas;SP;RUA ANCILLA TONINI GAGO, 151;TERMINAL INTERMODAL DE CARGAS TIC;"=""13069135""";;;03/11/2025 17:49;05/11/2025 23:59;Frete normal;"=""262744""";;;;;;"=""03111750""";"=""1""";;;;;;;;3;3,00;3,00;0,00;100,00;0,01;0,01;0,00;0,01;0,01;12,00;0,00;0,00;0,00;PADRÃO;FRACIONADO - LTL;;Lucas Quirino - Expedição (AGU)
SPO - RODOGARCIA TRANSPORTES RODOVIARIOS LTDA;QUIMICA MODERNA INDUSTRIA E COMERCIO EIRELI;UNIDADE PRODUTIVA FILIAL;Mairinque;SP;QUIMICA MODERNA INDUSTRIA E COMERCIO EIRELI;Barueri;SP;RUA TITICACA, 813;JARDIM REGINA ALICE;"=""06412080""";;;03/11/2025 17:49;04/11/2025 23:59;Frete normal;83747/262746;"=""35251160960473000243570030000837471828210860""";"=""83747""";"=""3""";03/11/2025;;"=""16247""";"=""1""";;;"=""70798""";;;;;4;55,90;55,90;0,03;4.219,69;107,60;107,60;1,92;2,55;107,60;12,00;12,91;0,00;0,00;QUIMICA MODERNA;FRACIONADO - LTL;;Anderson Martins - Expedição (SPO)
